CompanyId,Industry,PeriodIndex,Revenue,COGS,GrossProfit,NetProfit,Purchases,Cash_Begin,Cash_End,Inventory_Begin,Inventory_End,AccountsReceivable,OtherAssets,TotalAssets,TotalLiabilities,TotalEquity,InventoryNetInflow,InventoryToAssetsBp,ReceivableToRevenueBp
MANU008,manufacturing,3,92214,62543,29671,9384,62992,14858,19680,13837,14286,16316,45506,95788,43055,52733,449,1491,1769
MANU008,manufacturing,4,95633,64060,31573,9597,64436,19680,28171,14286,14662,16553,39954,99340,44651,54689,376,1476,1731
MANU008,manufacturing,5,99712,67144,32568,14810,68085,28171,15276,14662,15603,16926,55772,103577,46556,57021,941,1506,1697
MANU008,manufacturing,6,101946,68822,33124,11500,68754,15276,28160,15603,15535,18976,43226,105897,47599,58298,-68,1467,1861
MANU008,manufacturing,7,105555,70917,34638,12709,71935,28160,14786,15535,16553,18522,59785,109646,49284,60362,1018,1510,1755
MANU008,manufacturing,8,108117,72272,35845,11285,72273,14786,22731,16553,16554,18828,54195,112308,50480,61828,1,1474,1741
MANU009,manufacturing,1,100021,67752,32269,14182,69597,31683,36812,13302,15147,21046,53524,126529,72089,54440,1845,1197,2104
MANU009,manufacturing,2,103875,68983,34892,14953,69743,36812,35984,15147,15907,22015,57498,131404,74867,56537,760,1211,2119
MANU009,manufacturing,3,108169,72341,35828,11514,72666,35984,43445,15907,16232,22798,54361,136836,77962,58874,325,1186,2108
MANU009,manufacturing,4,110972,75022,35950,12880,76151,43445,36708,16232,17361,22282,64031,140382,79982,60400,1129,1237,2008
MANU009,manufacturing,5,112514,76204,36310,11645,76022,36708,15668,17361,17179,22593,86893,142333,81094,61239,-182,1207,2008
MANU009,manufacturing,6,114220,77069,37151,16272,76803,15668,17771,17179,16913,23798,86009,144491,82323,62168,-266,1171,2084
MANU009,manufacturing,7,115793,77103,38690,15071,77982,17771,22321,16913,17792,23641,82727,146481,83457,63024,879,1215,2042
MANU009,manufacturing,8,119585,79549,40036,13741,80529,22321,21511,17792,18772,23965,87030,151278,86190,65088,980,1241,2004
MANU010,manufacturing,1,40602,29208,11394,4884,29997,7402,7839,5984,6773,7636,31256,53504,32698,20806,789,1266,1881
MANU010,manufacturing,2,40861,29551,11310,5429,29385,7839,7860,6773,6607,7936,31442,53845,32906,20939,-166,1227,1942
MANU010,manufacturing,3,40762,29594,11168,5144,29816,7860,10557,6607,6829,7907,28421,53714,32826,20888,222,1271,1940
MANU010,manufacturing,4,40760,29533,11227,3470,29288,10557,9296,6829,6584,7968,29864,53712,32825,20887,-245,1226,1955
MANU010,manufacturing,5,41258,29923,11335,5960,30176,9296,15960,6584,6837,7828,23743,54368,33226,21142,253,1258,1897
MANU010,manufacturing,6,42682,30859,11823,4498,31111,15960,10090,6837,7089,8244,30822,56245,34373,21872,252,1260,1931
MANU010,manufacturing,7,44235,32409,11826,3121,32374,10090,13059,7089,7054,8759,29419,58291,35624,22667,-35,1210,1980
MANU010,manufacturing,8,45935,33528,12407,6394,34229,13059,16781,7054,7755,8488,27507,60531,36992,23539,701,1281,1848
MANU011,manufacturing,1,68723,50059,18664,5929,50720,14780,16910,6964,7625,11171,36337,72043,25958,46085,661,1058,1626
MANU011,manufacturing,2,70987,52339,18648,8033,52823,16910,9229,7625,8109,10928,46151,74417,26813,47604,484,1090,1539
MANU011,manufacturing,3,72301,53439,18862,9932,53439,9229,17364,8109,8109,10545,39776,75794,27309,48485,0,1070,1458
MANU011,manufacturing,4,74329,54705,19624,6639,54916,17364,14737,8109,8320,11373,43490,77920,28075,49845,211,1068,1530
MANU011,manufacturing,5,76331,55997,20334,8060,56674,14737,11646,8320,8997,11252,48124,80019,28832,51187,677,1124,1474
MANU011,manufacturing,6,78023,56974,21049,7894,56644,11646,10105,8997,8667,12060,50961,81793,29471,52322,-330,1060,1546
MANU011,manufacturing,7,81348,59798,21550,11448,60583,10105,15063,8667,9452,12306,48457,85278,30727,54551,785,1108,1513
MANU011,manufacturing,8,84119,61370,22749,12477,61381,15063,20927,9452,9463,12638,45155,88183,31773,56410,11,1073,1502
MANU012,manufacturing,1,131346,88468,42878,12838,91032,31547,31009,21443,24007,28024,71331,154371,86066,68305,2564,1555,2134
MANU012,manufacturing,2,131306,88446,42860,12216,88350,31009,43272,24007,23911,29291,57850,154324,86039,68285,-96,1549,2231
MANU012,manufacturing,3,133390,89520,43870,19162,89022,43272,25355,23911,23413,28609,79397,156774,87405,69369,-498,1493,2145
MANU012,manufacturing,4,135896,91663,44233,16890,92740,25355,22987,23413,24490,27884,84358,159719,89047,70672,1077,1533,2052
MANU012,manufacturing,5,141324,94370,46954,14830,95012,22987,32733,24490,25132,29375,78858,166098,92604,73494,642,1513,2079
MANU012,manufacturing,6,148524,100310,48214,15343,101250,32733,47542,25132,26072,30469,70478,174561,97322,77239,940,1494,2051
MANU012,manufacturing,7,155568,104911,50657,17697,106532,47542,48244,26072,27693,34682,72220,182839,101937,80902,1621,1515,2229
MANU012,manufacturing,8,164325,111026,53299,23853,113474,48244,22666,27693,30141,34490,105835,193132,107676,85456,2448,1561,2099
MANU013,manufacturing,1,15503,10954,4549,1309,11128,4371,4385,1810,1984,2036,8337,16742,7951,8791,174,1185,1313
MANU013,manufacturing,2,15860,11093,4767,2216,11020,4385,4500,1984,1911,1890,8826,17127,8134,8993,-73,1116,1192
MANU013,manufacturing,3,16484,11714,4770,1467,11796,4500,2108,1911,1993,1871,11829,17801,8454,9347,82,1120,1135
MANU013,manufacturing,4,17073,12001,5072,1273,12143,2108,5018,1993,2135,2053,9231,18437,8756,9681,142,1158,1202
MANU013,manufacturing,5,17340,12095,5245,2719,12034,5018,4670,2135,2074,2135,9846,18725,8893,9832,-61,1108,1231
MANU013,manufacturing,6,17786,12459,5327,2739,12527,4670,6556,2074,2142,2242,8267,19207,9122,10085,68,1115,1261
MANU013,manufacturing,7,18233,12870,5363,1755,13024,6556,3054,2142,2296,2250,12090,19690,9351,10339,154,1166,1234
MANU013,manufacturing,8,18486,13015,5471,1453,12953,3054,6709,2296,2234,2088,8932,19963,9481,10482,-62,1119,1130
MANU014,manufacturing,1,48089,36371,11718,3959,37221,8704,9046,5608,6458,7689,41010,64203,24713,39490,850,1006,1599
MANU014,manufacturing,2,48594,37022,11572,3371,37144,9046,7587,6458,6580,8163,42547,64877,24973,39904,122,1014,1680
MANU014,manufacturing,3,48888,37142,11746,4367,37349,7587,13523,6580,6787,8675,36284,65269,25124,40145,207,1040,1774
MANU014,manufacturing,4,50067,37725,12342,4706,37559,13523,16658,6787,6621,8076,35488,66843,25729,41114,-166,991,1613
MANU014,manufacturing,5,50668,38448,12220,4744,38594,16658,18178,6621,6767,8328,34373,67646,26039,41607,146,1000,1644
MANU014,manufacturing,6,51661,39277,12384,4877,39297,18178,8957,6767,6787,9071,44156,68971,26549,42422,20,984,1756
MANU014,manufacturing,7,52388,39325,13063,5625,39784,8957,14796,6787,7246,9255,38645,69942,26922,43020,459,1036,1767
MANU014,manufacturing,8,53306,40534,12772,3786,40604,14796,22757,7246,7316,9107,31988,71168,27394,43774,70,1028,1708
MANU015,manufacturing,1,132431,94171,38260,13948,94821,43428,43693,17151,17801,21393,91496,174383,87660,86723,650,1021,1615
MANU015,manufacturing,2,136872,97644,39228,21413,98432,43693,37170,17801,18589,20585,103887,180231,90600,89631,788,1031,1504
MANU015,manufacturing,3,139625,100991,38634,13218,101110,37170,47700,18589,18708,21704,95744,183856,92422,91434,119,1018,1554
MANU015,manufacturing,4,142048,101980,40068,19181,102421,47700,47293,18708,19149,22402,98202,187046,94026,93020,441,1024,1577
MANU015,manufacturing,5,148023,106760,41263,17174,106630,47293,51522,19149,19019,21641,102732,194914,97981,96933,-130,976,1462
MANU015,manufacturing,6,154874,111468,43406,23856,111940,51522,38169,19019,19491,24314,121961,203935,102516,101419,472,956,1570
MANU015,manufacturing,7,159075,114628,44447,15738,115849,38169,56340,19491,20712,23760,108655,209467,105297,104170,1221,989,1494
MANU015,manufacturing,8,162586,116861,45725,17013,116658,56340,41522,20712,20509,26453,125606,214090,107621,106469,-203,958,1627
MANU016,manufacturing,1,20556,15356,5200,2495,15477,2599,2946,3020,3141,4431,10205,20723,12413,8310,121,1516,2156
MANU016,manufacturing,2,21131,15834,5297,2642,15966,2946,3110,3141,3273,4691,10228,21302,12760,8542,132,1536,2220
MANU016,manufacturing,3,21604,16442,5162,1752,16545,3110,2331,3273,3376,4760,11312,21779,13046,8733,103,1550,2203
MANU016,manufacturing,4,22347,16755,5592,2930,16835,2331,5383,3376,3456,4754,8935,22528,13495,9033,80,1534,2127
MANU016,manufacturing,5,23217,17444,5773,2475,17623,5383,3986,3456,3635,5275,10509,23405,14020,9385,179,1553,2272
MANU016,manufacturing,6,23911,17901,6010,1759,17960,3986,6463,3635,3694,5026,8922,24105,14439,9666,59,1532,2102
MANU016,manufacturing,7,24995,18659,6336,3158,18782,6463,3860,3694,3817,5607,11914,25198,15094,10104,123,1515,2243
MANU016,manufacturing,8,25620,19108,6512,2898,19122,3860,5795,3817,3831,5652,10550,25828,15471,10357,14,1483,2206
MANU017,manufacturing,1,126920,93508,33412,9215,96031,27416,26462,18265,20788,18600,65848,131698,58595,73103,2523,1578,1465
MANU017,manufacturing,2,132337,97078,35259,13403,98779,26462,26329,20788,22489,18559,69942,137319,61096,76223,1701,1638,1402
MANU017,manufacturing,3,136319,100134,36185,16448,100482,26329,21173,22489,22837,17965,79476,141451,62935,78516,348,1614,1318
MANU017,manufacturing,4,139785,103081,36704,13081,103504,21173,20189,22837,23260,20346,81252,145047,64535,80512,423,1604,1456
MANU017,manufacturing,5,142066,103236,38830,13566,103280,20189,21344,23260,23304,20807,81959,147414,65588,81826,44,1581,1465
MANU017,manufacturing,6,146453,107243,39210,11541,107675,21344,27199,23304,23736,21992,79039,151966,67613,84353,432,1562,1502
MANU017,manufacturing,7,150249,109973,40276,21336,111529,27199,38133,23736,25292,19696,72784,155905,69366,86539,1556,1622,1311
MANU017,manufacturing,8,157097,114161,42936,15336,115499,38133,32224,25292,26630,22463,81694,163011,72527,90484,1338,1634,1430
MANU018,manufacturing,1,27399,18767,8632,4278,18947,9830,10873,4402,4582,5727,13943,35125,20472,14653,180,1304,2090
MANU018,manufacturing,2,29017,19784,9233,2324,20176,10873,8501,4582,4974,5853,17872,37200,21681,15519,392,1337,2017
MANU018,manufacturing,3,30681,21006,9675,2936,21416,8501,9526,4974,5384,6241,18182,39333,22924,16409,410,1369,2034
MANU018,manufacturing,4,31726,21778,9948,2804,21881,9526,10787,5384,5487,6187,18212,40673,23705,16968,103,1349,1950
MANU018,manufacturing,5,32191,21713,10478,4249,21830,10787,5257,5487,5604,6297,24111,41269,24053,17216,117,1358,1956
MANU018,manufacturing,6,33031,22674,10357,4711,22871,5257,5662,5604,5801,6506,24377,42346,24680,17666,197,1370,1970
MANU018,manufacturing,7,33561,22830,10731,2766,22795,5662,4521,5801,5766,7141,25597,43025,25076,17949,-35,1340,2128
MANU018,manufacturing,8,34086,23233,10853,5580,23432,4521,5893,5766,5965,7194,24646,43698,25468,18230,199,1365,2111
MANU019,manufacturing,1,104537,74788,29749,7647,76813,14477,15217,16090,18115,15538,60356,109226,60013,49213,2025,1658,1486
MANU019,manufacturing,2,107410,76198,31212,9381,76615,15217,20955,18115,18532,16086,56655,112228,61663,50565,417,1651,1498
MANU019,manufacturing,3,111699,79302,32397,12649,79320,20955,20109,18532,18550,17119,60931,116709,64125,52584,18,1589,1533
MANU019,manufacturing,4,113974,80207,33767,9917,80656,20109,26778,18550,18999,16682,56628,119087,65431,53656,449,1595,1464
MANU019,manufacturing,5,116477,83332,33145,11087,83996,26778,35609,18999,19663,18169,48261,121702,66868,54834,664,1616,1560
MANU019,manufacturing,6,118508,84882,33626,11868,85745,35609,34000,19663,20526,18810,50488,123824,68034,55790,863,1658,1587
MANU019,manufacturing,7,121258,86563,34695,11774,86923,34000,28787,20526,20886,19105,57919,126697,69613,57084,360,1648,1576
MANU019,manufacturing,8,123769,89041,34728,14917,89600,28787,29327,20886,21445,18999,59550,129321,71054,58267,559,1658,1535
MANU020,manufacturing,1,98925,69286,29639,13297,69548,18499,20183,14190,14452,22269,63623,120527,61789,58738,262,1199,2251
MANU020,manufacturing,2,101812,71169,30643,8591,72166,20183,17264,14452,15449,23301,68031,124045,63593,60452,997,1245,2289
MANU020,manufacturing,3,106578,74334,32244,9939,74779,17264,37243,15449,15894,23949,52765,129851,66569,63282,445,1224,2247
MANU020,manufacturing,4,109350,76667,32683,11367,76909,37243,17144,15894,16136,26118,73831,133229,68301,64928,242,1211,2388
MANU020,manufacturing,5,114478,79057,35421,16275,80203,17144,25238,16136,17282,27089,69867,139476,71503,67973,1146,1239,2366
MANU020,manufacturing,6,118269,81599,36670,15423,82017,25238,23347,17282,17700,28456,74592,144095,73871,70224,418,1228,2406
MANU020,manufacturing,7,121988,84367,37621,16003,84579,23347,15551,17700,17912,28961,86202,148626,76194,72432,212,1205,2374
MANU020,manufacturing,8,126095,87167,38928,16441,88371,15551,30867,17912,19116,28985,74662,153630,78760,74870,1204,1244,2299
MANU021,manufacturing,1,137906,95751,42155,11135,96454,26326,26854,15500,16203,31285,86901,161243,78068,83175,703,1005,2269
MANU021,manufacturing,2,140548,98419,42129,18186,98745,26854,19718,16203,16529,32240,95845,164332,79564,84768,326,1006,2294
MANU021,manufacturing,3,143529,100312,43217,10939,100932,19718,39339,16529,17149,32289,79041,167818,81252,86566,620,1022,2250
MANU021,manufacturing,4,148426,102649,45777,17230,102426,39339,25318,17149,16926,32468,98831,173543,84023,89520,-223,975,2187
MANU021,manufacturing,5,152775,107362,45413,14931,107935,25318,46007,16926,17499,34534,80588,178628,86485,92143,573,980,2260
MANU021,manufacturing,6,154533,107382,47151,22877,107986,46007,33425,17499,18103,35328,93828,180684,87481,93203,604,1002,2286
MANU021,manufacturing,7,158212,110787,47425,18040,111497,33425,27091,18103,18813,33905,105176,184985,89563,95422,710,1017,2143
MANU021,manufacturing,8,164798,114826,49972,16822,115625,27091,28856,18813,19612,36236,107982,192686,93292,99394,799,1018,2199
MANU022,manufacturing,1,115808,75550,40258,13170,75895,32631,32103,20959,21304,15624,60374,129405,82261,47144,345,1646,1349
MANU022,manufacturing,2,119934,76824,43110,17450,77746,32103,40413,21304,22226,15828,55549,134016,85192,48824,922,1658,1320
MANU022,manufacturing,3,122330,78928,43402,22147,79801,40413,25637,22226,23099,15706,72251,136693,86894,49799,873,1690,1284
MANU022,manufacturing,4,123665,79778,43887,11891,79661,25637,20901,23099,22982,15000,79302,138185,87843,50342,-117,1663,1213
MANU022,manufacturing,5,127291,81490,45801,18793,82307,20901,41794,22982,23799,15670,60974,142237,90418,51819,817,1673,1231
MANU022,manufacturing,6,132328,85987,46341,23459,86429,41794,17480,23799,24241,18394,87750,147865,93996,53869,442,1639,1390
MANU022,manufacturing,7,138772,90604,48168,19792,91710,17480,30406,24241,25347,18896,80417,155066,98574,56492,1106,1635,1362
MANU022,manufacturing,8,146733,94060,52673,25372,95506,30406,37064,25347,26793,19561,80543,163961,104228,59733,1446,1634,1333
MANU023,manufacturing,1,41770,26883,14887,4028,27025,16027,15616,8354,8496,4962,24412,53486,19304,34182,142,1588,1188
MANU023,manufacturing,2,42671,27312,15359,5109,27558,15616,16898,8496,8742,5269,23731,54640,19720,34920,246,1600,1235
MANU023,manufacturing,3,44044,27786,16258,7053,27729,16898,14612,8742,8685,6014,27087,56398,20354,36044,-57,1540,1365
MANU023,manufacturing,4,46152,29497,16655,8100,30179,14612,18321,8685,9367,6014,25396,59098,21329,37769,682,1585,1303
MANU023,manufacturing,5,48363,31152,17211,9304,31335,18321,20151,9367,9550,6605,25623,61929,22351,39578,183,1542,1366
MANU023,manufacturing,6,49438,31595,17843,4921,32099,20151,15543,9550,10054,6553,31155,63305,22847,40458,504,1588,1325
MANU023,manufacturing,7,49984,31856,18128,4967,31701,15543,20393,10054,9899,5926,27786,64004,23100,40904,-155,1547,1186
MANU023,manufacturing,8,51405,32401,19004,6794,32804,20393,16429,9899,10302,6465,32628,65824,23756,42068,403,1565,1258
MANU024,manufacturing,1,133239,96824,36415,17012,99952,41597,39659,19729,22857,28265,48736,139517,68703,70814,3128,1638,2121
MANU024,manufacturing,2,135723,96830,38893,19982,96728,39659,35519,22857,22755,29304,54540,142118,69984,72134,-102,1601,2159
MANU024,manufacturing,3,140563,101190,39373,11408,102680,35519,17085,22755,24245,30217,75639,147186,72479,74707,1490,1647,2150
MANU024,manufacturing,4,146786,105288,41498,18586,105992,17085,25960,24245,24949,32191,70603,153703,75689,78014,704,1623,2193
MANU024,manufacturing,5,151941,109035,42906,17275,110218,25960,37061,24949,26132,32279,63629,159101,78347,80754,1183,1642,2124
MANU024,manufacturing,6,158213,112966,45247,18286,113120,37061,18132,26132,26286,34215,87035,165668,81581,84087,154,1587,2163
MANU024,manufacturing,7,165163,118229,46934,15961,120021,18132,22957,26286,28078,35846,86065,172946,85164,87782,1792,1624,2170
MANU024,manufacturing,8,170513,122895,47618,22203,124051,22957,22672,28078,29234,37184,89458,178548,87923,90625,1156,1637,2181
MANU025,manufacturing,1,48503,34952,13551,5622,35775,15891,16683,5250,6073,9724,23791,56271,23537,32734,823,1079,2005
MANU025,manufacturing,2,50205,36259,13946,4619,36492,16683,13512,6073,6306,9743,28685,58246,24364,33882,233,1083,1941
MANU025,manufacturing,3,51789,36831,14958,4189,37302,13512,16725,6306,6777,9933,26648,60083,25132,34951,471,1128,1918
MANU025,manufacturing,4,54416,38721,15695,4128,38601,16725,18228,6777,6657,10471,27775,63131,26407,36724,-120,1054,1924
MANU025,manufacturing,5,56902,40809,16093,6928,41393,18228,7613,6657,7241,10951,40210,66015,27613,38402,584,1097,1925
MANU025,manufacturing,6,59477,42445,17032,8480,42839,7613,18170,7241,7635,11541,31657,69003,28863,40140,394,1106,1940
MANU025,manufacturing,7,60921,44001,16920,4836,44166,18170,10042,7635,7800,11770,41066,70678,29564,41114,165,1104,1932
MANU025,manufacturing,8,61725,44303,17422,8079,44389,10042,12170,7800,7886,11785,39770,71611,29954,41657,86,1101,1909
MANU026,manufacturing,1,144575,105535,39040,21079,106741,36492,35795,18338,19544,29048,81441,165828,104178,61650,1206,1179,2009
MANU026,manufacturing,2,144934,104362,40572,16584,103445,35795,19578,19544,18627,31312,96722,166239,104437,61802,-917,1120,2160
MANU026,manufacturing,3,148821,108946,39875,15530,109475,19578,49531,18627,19156,32023,69988,170698,107238,63460,529,1122,2152
MANU026,manufacturing,4,153808,111130,42678,22976,111989,49531,22743,19156,20015,31054,102606,176418,110831,65587,859,1135,2019
MANU026,manufacturing,5,158924,115718,43206,21144,116343,22743,49080,20015,20640,33551,79015,182286,114518,67768,625,1132,2111
MANU026,manufacturing,6,166348,121070,45278,21464,122342,49080,32667,20640,21912,33172,103050,190801,119867,70934,1272,1148,1994
MANU026,manufacturing,7,173415,126556,46859,24050,128049,32667,22621,21912,23405,37383,115498,198907,124960,73947,1493,1177,2156
MANU026,manufacturing,8,183333,133564,49769,16437,134045,22621,47041,23405,23886,37439,101917,210283,132106,78177,481,1136,2042
MANU027,manufacturing,1,127864,93183,34681,9264,94175,28824,29400,18893,19885,24161,83455,156901,74307,82594,992,1267,1890
MANU027,manufacturing,2,129296,94972,34324,13011,95729,29400,39076,19885,20642,23866,75075,158659,75139,83520,757,1301,1846
MANU027,manufacturing,3,131954,97728,34226,8705,98424,39076,22722,20642,21338,25051,92809,161920,76684,85236,696,1318,1898
MANU027,manufacturing,4,135153,99589,35564,17136,100142,22722,27955,21338,21891,25474,90526,165846,78543,87303,553,1320,1885
MANU027,manufacturing,5,139393,101623,37770,15510,101887,27955,55253,21891,22155,25733,67908,171049,81007,90042,264,1295,1846
MANU027,manufacturing,6,146305,108015,38290,11414,109645,55253,44723,22155,23785,27882,83140,179530,85024,94506,1630,1325,1906
MANU027,manufacturing,7,152419,111753,40666,18305,112854,44723,34594,23785,24886,29021,98532,187033,88577,98456,1101,1331,1904
MANU027,manufacturing,8,155282,114253,41029,11589,114908,34594,48101,24886,25541,30022,86882,190546,90241,100305,655,1340,1933
MANU028,manufacturing,1,65798,41759,24039,10114,43495,8390,8834,11983,13719,11581,43657,77791,32014,45777,1736,1764,1760
MANU028,manufacturing,2,69036,43775,25261,12075,44664,8834,19435,13719,14608,13171,34405,81619,33589,48030,889,1790,1908
MANU028,manufacturing,3,70551,44993,25558,7589,44872,19435,22466,14608,14487,12333,34124,83410,34326,49084,-121,1737,1748
MANU028,manufacturing,4,73014,46187,26827,7777,47285,22466,23469,14487,15585,13982,33286,86322,35525,50797,1098,1805,1915
MANU028,manufacturing,5,76409,48430,27979,14749,48557,23469,12367,15585,15712,13446,48811,90336,37177,53159,127,1739,1760
MANU028,manufacturing,6,79056,50633,28423,15582,51157,12367,26213,15712,16236,13760,37257,93466,38465,55001,524,1737,1741
MANU028,manufacturing,7,82952,53355,29597,11424,54230,26213,9988,16236,17111,15110,55863,98072,40360,57712,875,1745,1822
MANU028,manufacturing,8,87327,55174,32153,11827,56331,9988,12363,17111,18268,15841,56772,103244,42489,60755,1157,1769,1814
MANU029,manufacturing,1,88580,65353,23227,11438,65619,26510,28486,15415,15681,14902,55166,114235,65906,48329,266,1373,1682
MANU029,manufacturing,2,88507,64785,23722,9394,64953,28486,18054,15681,15849,15420,64818,114141,65852,48289,168,1389,1742
MANU029,manufacturing,3,88777,65359,23418,5945,65944,18054,17220,15849,16434,14012,66823,114489,66052,48437,585,1435,1578
MANU029,manufacturing,4,91110,66512,24598,6656,66669,17220,34975,16434,16591,14940,50992,117498,67788,49710,157,1412,1640
MANU029,manufacturing,5,92516,68265,24251,6759,68470,34975,34272,16591,16796,14663,53580,119311,68834,50477,205,1408,1585
MANU029,manufacturing,6,94452,69378,25074,6768,69511,34272,16403,16796,16929,16190,72286,121808,70275,51533,133,1390,1714
MANU029,manufacturing,7,97211,70836,26375,7109,71956,16403,28432,16929,18049,15973,62912,125366,72328,53038,1120,1440,1643
MANU029,manufacturing,8,100619,74072,26547,13364,74269,28432,38187,18049,18246,16177,57151,129761,74863,54898,197,1406,1608
MANU030,manufacturing,1,32449,23072,9377,3502,23300,4977,5679,6183,6411,7840,15669,35599,16800,18799,228,1801,2416
MANU030,manufacturing,2,33409,23959,9450,4310,24089,5679,5665,6411,6541,7679,16768,36653,17297,19356,130,1785,2298
MANU030,manufacturing,3,33823,24084,9739,3997,24221,5665,4236,6541,6678,7532,18661,37107,17511,19596,137,1800,2227
MANU030,manufacturing,4,34193,24171,10022,3495,24388,4236,5115,6678,6895,7791,17712,37513,17703,19810,217,1838,2279
MANU030,manufacturing,5,35453,25317,10136,3110,25403,5115,4671,6895,6981,8206,19037,38895,18355,20540,86,1795,2315
MANU030,manufacturing,6,36089,25512,10577,5098,25773,4671,5912,6981,7242,8502,17937,39593,18684,20909,261,1829,2356
MANU030,manufacturing,7,37514,26463,11051,3951,26812,5912,5796,7242,7591,8891,18878,41156,19422,21734,349,1844,2370
MANU030,manufacturing,8,38737,27720,11017,2767,27847,5796,11219,7591,7718,8655,14906,42498,20055,22443,127,1816,2234
MANU031,manufacturing,1,92023,62210,29813,16227,63707,22081,23600,15857,17354,14715,64571,120240,54990,65250,1497,1443,1599
MANU031,manufacturing,2,94849,63315,31534,11398,64206,23600,25457,17354,18245,14523,65708,123933,56679,67254,891,1472,1531
MANU031,manufacturing,3,95977,64779,31198,9657,65101,25457,33733,18245,18567,15274,57832,125406,57352,68054,322,1481,1591
MANU031,manufacturing,4,98656,67006,31650,15886,67330,33733,18016,18567,18891,15603,76397,128907,58953,69954,324,1465,1582
MANU031,manufacturing,5,100288,67756,32532,15826,67462,18016,18872,18891,18597,15469,78101,131039,59929,71110,-294,1419,1542
MANU031,manufacturing,6,102327,68308,34019,14208,69180,18872,20227,18597,19469,15953,78055,133704,61147,72557,872,1456,1559
MANU031,manufacturing,7,103358,69513,33845,8780,69590,20227,40310,19469,19546,15683,59512,135051,61763,73288,77,1447,1517
MANU031,manufacturing,8,103290,69348,33942,11008,69320,40310,19492,19546,19518,16310,79642,134962,61723,73239,-28,1446,1579
MANU032,manufacturing,1,73908,51833,22075,8734,53190,16204,17298,11787,13144,9662,43254,83358,48308,35050,1357,1577,1307
MANU032,manufacturing,2,77505,53930,23575,8384,54786,17298,10888,13144,14000,10306,52221,87415,50659,36756,856,1602,1330
MANU032,manufacturing,3,80452,55750,24702,10919,56296,10888,13196,14000,14546,11245,51752,90739,52586,38153,546,1603,1398
MANU032,manufacturing,4,81764,56498,25266,13423,56241,13196,29539,14546,14289,10652,37739,92219,53443,38776,-257,1549,1303
MANU032,manufacturing,5,83925,58546,25379,9614,59428,29539,17576,14289,15171,11125,50784,94656,54856,39800,882,1603,1326
MANU032,manufacturing,6,87648,60384,27264,10760,60912,17576,16033,15171,15699,11453,55670,98855,57289,41566,528,1588,1307
MANU032,manufacturing,7,92383,64802,27581,10646,65153,16033,30104,15699,16050,13169,44872,104195,60384,43811,351,1540,1425
MANU032,manufacturing,8,94914,65571,29343,11397,65996,30104,16949,16050,16475,12246,61380,107050,62038,45012,425,1539,1290
MANU033,manufacturing,1,113165,78635,34530,12668,80230,35705,37110,10046,11641,12970,55299,117020,53385,63635,1595,995,1146
MANU033,manufacturing,2,117599,80005,37594,17515,80038,37110,40708,11641,11674,14942,54281,121605,55477,66128,33,960,1271
MANU033,manufacturing,3,123694,84107,39587,19451,84505,40708,34453,11674,12072,15482,65901,127908,58352,69556,398,944,1252
MANU033,manufacturing,4,127930,87040,40890,16620,87530,34453,20743,12072,12562,15254,83729,132288,60350,71938,490,950,1192
MANU033,manufacturing,5,133232,92516,40716,14447,93575,20743,38944,12562,13621,16816,68390,137771,62852,74919,1059,989,1262
MANU033,manufacturing,6,136316,93006,43310,19817,93613,38944,33622,13621,14228,15308,77802,140960,64306,76654,607,1009,1123
MANU033,manufacturing,7,140016,95843,44173,14103,95693,33622,29974,14228,14078,16977,83757,144786,66052,78734,-150,972,1213
MANU033,manufacturing,8,146022,101348,44674,22514,102083,29974,38746,14078,14813,16491,80946,150996,68885,82111,735,981,1129
MANU034,manufacturing,1,144278,103092,41186,12161,103927,52372,50791,18624,19459,23685,72516,166451,84647,81804,835,1169,1642
MANU034,manufacturing,2,152083,108492,43591,23383,109343,50791,47584,19459,20310,25881,81681,175456,89227,86229,851,1158,1702
MANU034,manufacturing,3,158813,112691,46122,22091,114306,47584,37339,20310,21925,27920,96036,183220,93175,90045,1615,1197,1758
MANU034,manufacturing,4,163497,116509,46988,18907,116485,37339,40215,21925,21901,28821,97687,188624,95923,92701,-24,1161,1763
MANU034,manufacturing,5,167360,118888,48472,24758,119702,40215,37003,21901,22715,26778,106585,193081,98190,94891,814,1176,1600
MANU034,manufacturing,6,171289,122868,48421,24905,123454,37003,23985,22715,23301,29370,120957,197613,100495,97118,586,1179,1715
MANU034,manufacturing,7,179001,126973,52028,17628,127577,23985,63433,23301,23905,28911,90262,206511,105020,101491,604,1158,1615
MANU034,manufacturing,8,184490,131578,52912,23682,133029,63433,58355,23905,25356,32260,96872,212843,108240,104603,1451,1191,1749
MANU035,manufacturing,1,32331,23940,8391,3611,24210,10704,12148,7207,7477,4551,19164,43340,25291,18049,270,1725,1408
MANU035,manufacturing,2,32952,24300,8652,2169,24388,12148,9812,7477,7565,4687,22108,44172,25776,18396,88,1713,1422
MANU035,manufacturing,3,33324,24622,8702,3870,24993,9812,6832,7565,7936,4741,25162,44671,26067,18604,371,1777,1423
MANU035,manufacturing,4,33308,24592,8716,3576,24400,6832,6248,7936,7744,5230,25427,44649,26055,18594,-192,1734,1570
MANU035,manufacturing,5,33630,25129,8501,2996,25364,6248,9865,7744,7979,5109,22128,45081,26307,18774,235,1770,1519
